0.0000000000e+00 0.0000000000e+00
-9.7038185080e-01 -2.4157620667e-01
-1.1895501493e+00 -1.2172632758e+00
-2.1890980985e+00 -1.2473281587e+00
8.0001697371e-01 -5.9997736772e-01
8.0722950685e-01 5.9023768371e-01
-1.1769284382e+00 -2.2171836189e+00
1.3514010124e+00 -1.4342289136e+00
1.8049946409e+00 5.2341899481e-01
-1.3475075549e+00 6.8458587596e-01
-2.1135463919e+00 -2.5675360253e+00
-1.7134032049e+00 -3.4839886590e+00
-3.0546645484e+00 -2.2294582005e+00
-3.1880420077e+00 -1.2013818182e+00
-3.4493129843e+00 -3.1482904006e+00
-2.2700592041e+00 2.9871225076e-01
-1.9438976843e-01 -2.4032421110e+00
2.0781136671e+00 -2.1211704814e+00
-1.9181346324e+00 1.5057951906e+00
-1.6057645557e+00 -4.4781787420e+00
-1.9087919548e+00 2.5057515468e+00
-4.1075648694e+00 -1.5944183391e+00
2.6502090381e+00 1.0578463732e+00
3.4508015338e+00 1.6570555653e+00
-6.7202494538e-01 -4.8361317280e+00
-1.0964245488e+00 -5.7416067286e+00
2.7345884640e+00 2.3549372449e+00
2.0220093614e+00 -4.5274933653e-01
2.3136072795e-01 -5.2649607443e+00
-5.0794553912e+00 -1.3589850924e+00
-8.3225290814e-01 -6.7060824122e+00
-2.2567151974e-01 -7.5011038076e+00
-1.6425460716e+00 -7.2921071465e+00
-1.0908897467e+00 3.0811088080e+00
-1.1597823926e+00 4.0787328872e+00
-7.7525216563e-01 -8.3365444780e+00
2.0624072518e+00 3.0953239127e+00
-4.3940696987e-01 4.7723172370e+00
-3.4207022180e+00 -4.1478810288e+00
-4.4188591448e+00 -4.0871953669e+00
-6.3308038097e-01 -9.3263864773e+00
-5.1185738231e+00 -4.8016177692e+00
-1.3518471825e-01 -1.0193623417e+01
6.8361831905e-01 -7.0849403913e+00
-5.4939787743e+00 -5.7284786663e+00
1.2321364746e-01 -1.1159661866e+01
2.9710593929e+00 3.5128778450e+00
