2.0 2.0 2.0 0.0 0.0
45.0 2.0 1.0 1.0 1.0
12.0 2.0 1.0 1.0 2.0
30.0 1.0 1.0 2.0 1.0
24.0 1.0 1.0 2.0 2.0
34.0 2.0 2.0 1.0 1.0
15.0 1.0 2.0 1.0 2.0
45.0 2.0 2.0 2.0 1.0
12.0 2.0 2.0 2.0 2.0
